cout_materiaux_ht;cout_implementation_ht;cout_total_ht;cout_induit_ht;date_sigture_devis;date_facture;date_x;annee_travaux;revenu_mo;climat;code_region;code_departement;departement;type_logement;annee_construction;constr_cat;nb_pieces;surf_habitable;montant_aides_fincieres;type_aides_fincieres;renovation_globale;marque;modele;energie_chauffage_avt_travaux;energie_chauffage_installee;generateur;type_chaudiere;cop;puissance;rendement
;;6326.066351;;;;;;;H2;53;35;ILLE-ET-VILAINE;;1980;de 1974 à 1990;;115;;;;;;;;;;;;
;;5687.203791;;;;;;;H2;53;35;ILLE-ET-VILAINE;;1948;de 1945 à 1973;;114;;;;;;;;;;;;
;;14717.53555;;;;;;;H2;53;35;ILLE-ET-VILAINE;;1974;de 1974 à 1990;;140;;;;;;;;;;;;
;;6065.402844;;;;;;;H2;53;35;ILLE-ET-VILAINE;;1971;de 1945 à 1973;;44;;;;;;;;;;;;
;;7548.815166;;;;;;;H2;53;35;ILLE-ET-VILAINE;;1948;de 1945 à 1973;;80;;;;;;;;;;;;
;;88650.23697;;;;;;;H2;53;35;ILLE-ET-VILAINE;;1650;av. 1945;;375;;;;;;;;;;;;
;;3796;;;;;;;H2;84;;;;;;;;1000;;;EUROPA 7;;;GAZ;INSERT;;;;
;;3696;;;;;;;H2;84;;;;;;;;1000;;;RIKA;;;BOIS;POELE;;;;
;;4739;;;;;;;H2;84;;;;;;;;1000;;;EDILKAMIN;;;BOIS;POELE;;;;
;;706.1611374;;;;;;;H2;53;35;ILLE-ET-VILAINE;;1984;de 1974 à 1990;;110;;;;;;;;;;;;
;;15065.40284;;;;;;;H2;53;35;ILLE-ET-VILAINE;;1962;de 1945 à 1973;;124;;;;;;;;;;;;
;;6256.872038;;;;;;;H2;53;35;ILLE-ET-VILAINE;;2002;ap. 1990;;126;;;;;;;;;;;;
;;;;;;;;;H2;84;;;;;;;;;;;SCAN;;;BOIS;POELE;;;;
;;3317;;;;;;;H2;84;;;;;;;;1000;;;SCAN-LINE;;;BOIS;POELE;;;;
;;5682;;;;;;;H2;84;;;;;;;;1000;;;SCAN-LINE;83;;BOIS;POELE;;;;
;;4343.127962;;;;;;;H2;84;;;;;;;;1000;;;SCAN;;;BOIS;POELE;;;;
;;3782;;;;;;;H2;84;;;;;;;;1000;;;FONTE FLAMME;;;GAZ;POELE;;;;
;;27347.8673;;;;;;;H2;53;35;ILLE-ET-VILAINE;;1948;de 1945 à 1973;;165;;;;;;;;;;;;
;;3149;;;;;;;H2;84;;;;;;;;1000;;;FRANCE TURBO;;;BOIS;POELE;;;;
;;3923;;;;;;;H2;84;;;;;;;;1000;;;FRANCE TURBO;;;BOIS;POELE;;;;
;;4378;;;;;;;H2;84;;;;;;;;1000;;;SEGUIN DUTERIEZ;;;BOIS;POELE;;;;
;;3824;;;;;;;H2;84;;;;;;;;1000;;;SEGUIN DUTERIEZ;;;BOIS;POELE;;;;
;;5415;;;;;;;H2;84;;;;;;;;1000;;;EDILKAMIN;;;BOIS;POELE;;;;
;;3022;;;;;;;H2;84;;;;;;;;1000;;;SORO;;;BOIS;POELE;;;;
;;4364;;;;;;;H2;84;;;;;;;;1000;;;SPARTHERM;;;BOIS;POELE;;;;
;;3215;;;;;;;H2;84;;;;;;;;1000;;;EDILKAMIN;;;BOIS;POELE;;;;
8686.255924;1067.298578;9754.50237;;24/01/2014;24/01/2014;24/01/2014;2014;;H2;24;36;INDRE;;;;;;;;;OERTLI;OENOVIA PAC CONFORT 16 TR;;ELECTRICITE;PAC;AIR-EAU;3.82;16;
12384.83412;1191.469194;13576.30332;;18/03/2009;18/03/2009;18/03/2009;2009;;H2;24;36;INDRE;;;;;;;;;DAIKIN;ALTHERMA INVERTER;;ELECTRICITE;PAC;AIR-EAU;4.18;16;
;;4057;;;;;;;H2;84;;;;;;;;1000;;;EDILKAMIN;;;BOIS;POELE;;;;
;;6077;;;;;;;H2;84;;;;;;;;1000;;;TECHNIKA;;;BOIS;INSERT;;;;
;;2550;;;;;;;H2;84;;;;;;;;1000;;;HARK;;;BOIS;POELE;;;;
;;4666;;;;;;;H2;84;;;;;;;;1000;;;THERMOROSSI;;;BOIS;POELE;;;;
;;6635.07109;;;;;;;H2;84;;;;;;;;1000;;;TOTEM;;;BOIS;POELE;;;;
;;2400;;;;;;;H2;84;;;;;;;;1000;;;HARK;;;BOIS;POELE;;;;
5804.739336;608.5308057;6413.270142;;05/10/2013;05/10/2013;05/10/2013;2013;;H2;24;36;INDRE;;;;;;;;;BOSCH;OLIO 5000F;;GAZ;CHAUDIERE;A CONDENSATION;;35;
;;7003;;;;;;;H2;84;;;;;;;;1000;;;HASE;;;BOIS;POELE;;;;
;;5057.819905;;25/03/2014;25/03/2014;25/03/2014;2014;;H2;24;36;INDRE;;;;;;;;;CHAPPEE;LU PLATINIUM DUO 3.24;;BOIS;CHAUDIERE;A CONDENSATION;;20;
;;2237;;;;;;;H2;84;;;;;;;;;;;;;;ELECTRICITE;PAC;;;;
;;;;;;;;;H2;84;;;;;;;;;;;;;;;;;;;
;;4872.037915;;;;;;;H2;84;;;;;;;;1000;;;EDILKAMIN;;;BOIS;POELE;;;;
;;2991;;;;;;;H2;84;;;;;;;;1000;;;LACUNZA;;;BOIS;POELE;;;;
;;10581.04265;;20/04/2013;20/04/2013;20/04/2013;2013;;H2;24;36;INDRE;;;;;;;;;OERTLI;MHX II/E 8 MR;;BOIS;PAC;AIR-EAU;4.04;8;
;;;;;;;;;H2;84;;;;;;;;;;;THERMOROSSI;;;BOIS;POELE;;;;
;;4752.606635;;22/10/2013;22/10/2013;22/10/2013;2013;;H2;24;36;INDRE;;;;;;;;;CHAPPEE;MOOREA 1 HTE;;GAZ;CHAUDIERE;A CONDENSATION;;22;
5972.511848;852.1327014;6824.64455;;15/04/2013;15/04/2013;15/04/2013;2013;;H2;24;36;INDRE;;;;;;;;;VIESSMANN;VITORONDENS 200T;;FIOUL;CHAUDIERE;A CONDENSATION;;33;
;;3543;;;;;;;H2;84;;;;;;;;1000;;;MODULIA;;;BOIS;POELE;;;;
;;18236.96682;;09/10/2013;09/10/2013;09/10/2013;2013;;H2;24;36;INDRE;;;;;;;;;HSV;;;BOIS;CHAUDIERE;STANDARD;;22;
8265.402844;3812.322275;12077.72512;;04/03/2014;04/03/2014;04/03/2014;2014;;H2;24;36;INDRE;;;;;;;;;MITSUBISHI;PUHZ-P125VHA3;;ELECTRICITE;PAC;AIR-AIR;3.62;14;
2959;1316;4275;1541;21/06/2018;28/09/2017;28/09/2017;2017;;H2;24;36;INDRE;INDIVIDUEL;1970;de 1945 à 1973;10;170;;AH CITE EPTZ;RENOVATION SIMPLE;LG;LGMU3M21;ELECTRICITE;ELECTRICITE;PAC;AIR-AIR;4.21;7;
;;4146;;;;;;;H2;84;;;;;;;;1000;;;JOTUL;;;BOIS;INSERT;;;;
;;5132.701422;;;;;;;H2;84;;;;;;;;1000;;;JOTUL;;;BOIS;POELE;;;;
;;5378;;;;;;;H2;84;;;;;;;;1000;;;JOTUL;;;BOIS;INSERT;;;;
;;5584;;;;;;;H2;84;;;;;;;;1000;;;HASE;;;BOIS;POELE;;;;
6492;1786;8278;1078;28/09/2017;21/06/2018;21/06/2018;2018;;H2;24;36;INDRE;INDIVIDUEL;1975;de 1974 à 1990;10;;;CITE AH EPTZ;RENOVATION SIMPLE;LG;LGMU5M40;ELECTRICITE;ELECTRICITE;PAC;AIR-AIR;3.81;12.5;
;;3637;;;;;;;H2;84;;;;;;;;1000;;;PIAZZETTA;;;BOIS;POELE;;;;
;;3550;;;;;;;H2;84;;;;;;;;1000;;;RICHARD LE DROFF;;;BOIS;POELE;;;;
8690;1529;10219;2716;29/06/2018;29/06/2018;29/06/2018;2018;16730;H2;24;36;INDRE;INDIVIDUEL;;;;;12000;AH CITE COUP DE POUCE;RENOVATION SIMPLE;OKOFEN;PES212 COMPACT;FIOUL;BOIS;CHAUDIERE;STANDARD;;12;97.7
;;6764;;;;;;;H2;84;;;;;;;;1000;;;HOBEN;;;BOIS;POELE;;;;
;;4272.037915;;;;;;;H2;84;;;;;;;;1000;;;HWAM;;;BOIS;POELE;;;;
3800;1900;6290;590;17/08/2018;17/08/2018;17/08/2018;2018;12000;H2;24;36;INDRE;INDIVIDUEL;;;;;;HABITER MIEUX SERENITE;RENOVATION SIMPLE;EDILKAMIN;LOGO;ELECTRICITE;BOIS;POELE;;;9.1;
;;;;;;;;;H2;84;;;;;;;;;;;SCAN-LINE;;;BOIS;POELE;;;;
4250;818;5068;;30/05/2018;06/11/2018;06/11/2018;2018;30000;H2;24;36;INDRE;INDIVIDUEL;;;6;90;0;0;RENOVATION SIMPLE;HITACHI;XRAK-35RPC;ELECTRICITE;ELECTRICITE;PAC;AIR-AIR;3.82;;
;;2748;;;;;;;H2;84;;;;;;;;1000;;;LA NORDICA;;;BOIS;POELE;;;;
;;23675.82938;;;;;;;H1;84;42;LOIRE;;;;;;;;BBC RENOVATION;;;;BOIS;CHAUDIERE;;;;
;;6798;;;;;;;H2;84;;;;;;;;1000;;;MAX BLANK;;;BOIS;POELE;;;;
;;5041.706161;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;
;;1788.625592;;;;;;;H1;84;42;LOIRE;;;;;;;;PERFORMANT - BOUQUET 2 TRAVAUX;;;;BOIS;CHAUDIERE;;;;
;;4739;;;;;;;H2;84;;;;;;;;1000;;;MCZ;;;BOIS;POELE;;;;
;;5680;;;;;;;H2;84;;;;;;;;1000;;;MCZ;;;BOIS;POELE;;;;
;;3538.388626;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;
;;2274.881517;;;;;;;H1;84;42;LOIRE;;;;;;;;PERFORMANT - BOUQUET 2 TRAVAUX;;;;ELECTRICITE;PAC;;;;
;;3412.322275;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;
;;6434.123223;;;;;;;H2;84;;;;;;;;1000;;;JOTUL;;;BOIS;POELE;;;;
;;3791;;;;;;;H2;84;;;;;;;;1000;;;JOTUL;;;BOIS;POELE;;;;
;;2597.156398;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;
;;9952.606635;;;;;;;H1;84;42;LOIRE;;;;;;;;PERFORMANT - BOUQUET 2 TRAVAUX;;;;ELECTRICITE;PAC;;;;
;;6706;;;;;;;H2;84;;;;;;;;1000;;;TOTEM;;;;POELE;;;;
;;17789;;;;;;;H2;84;;;;;;;;3000;;;HARGASSNER;;;;CHAUDIERE;;;;
;;13910;;;;;;;H2;84;;;;;;;;3000;;;HARGASSNER;;;GAZ;CHAUDIERE;;;;
;;5078.672986;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;ELECTRICITE;PAC;;;;
;;20617;;;;;;;H2;84;;;;;;;;3000;;;KWB;;;FIOUL;CHAUDIERE;;;;
;;4929;;;;;;;H2;84;;;;;;;;1000;;;PALAZZETTI;;;BOIS;POELE;;;;
;;1516.587678;;;;;;;H1;84;42;LOIRE;;;;;;;;BBC RENOVATION;;;;ELECTRICITE;PAC;;;;
;;3981.042654;;;;;;;H1;84;42;LOIRE;;;;;;;;PERFORMANT - BOUQUET 2 TRAVAUX;;;;BOIS;CHAUDIERE;;;;
;;2843.601896;;;;;;;H2;84;;;;;;;;1000;;;PALAZZETTI;;;BOIS;INSERT;;;;
;;3033;;;;;;;H2;84;;;;;;;;1000;;;ARISTICO;;;BOIS;POELE;;;;
;;2665.402844;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;ELECTRICITE;PAC;;;;
;;6019;;;;;;;H2;84;;;;;;;;1000;;;ATRA;;;BOIS;INSERT;;;;
;;24;;;;;;;H2;84;;;;;;;;;;;;;;;CHAUDIERE;;;;
;;3241.706161;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;
;;6491.943128;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;A CONDENSATION;;;
;;4356.398104;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;
;;5798.104265;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;
;;4595.260664;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;
;;3507.109005;;;;;;;H2;84;;;;;;;;1000;;;BRISACH;;;BOIS;INSERT;;;;
;;3386;;;;;;;H2;84;;;;;;;;1000;;;BRISACH;;;BOIS;POELE;;;;
;;3426;;;;;;;H2;84;;;;;;;;1000;;;BRISACH;;;GAZ;POELE;;;;
;;6579.146919;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;
;;9478.672986;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;
;;2490.047393;;;;;;;H2;84;;;;;;;;1000;;;PALAZZETTI;;;BOIS;POELE;;;;
;;3991;;;;;;;H2;84;;;;;;;;1000;;;PALAZZETTI;;;BOIS;POELE;;;;
;;8057;;;;;;;H2;84;;;;;;;;1000;;;RIKA;;;BOIS;POELE;;;;
;;8065;;;;;;;H2;84;;;;;;;;1000;;;RIKA;;;BOIS;POELE;;;;
;;3598;;;;;;;H2;84;;;;;;;;1000;;;CMG;;;BOIS;POELE;;;;
;;5687;;;;;;;H2;84;;;;;;;;1000;;;CONTURA;;;BOIS;POELE;;;;
;;7583;;;;;;;H2;84;;;;;;;;1000;;;RIKA;;;BOIS;POELE;;;;
;;5687.203791;;;;;;;H2;84;;;;;;;;1000;;;RIKA;;;BOIS;POELE;;;;
;;3047.393365;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;
;;4644.549763;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;
;;3697;;;;;;;H2;84;;;;;;;;1000;;;ROMOTOP;;;BOIS;POELE;;;;
;;5152;;;;;;;H2;84;;;;;;;;1000;;;SCAN;;;BOIS;POELE;;;;
;;6482;;;;;;;H2;84;;;;;;;;1000;;;SCAN;;;BOIS;POELE;;;;
;;6217;;;;;;;H2;84;;;;;;;;1000;;;SCAN;;;BOIS;POELE;;;;
;;2090;;;;;;;H2;84;;;;;;;;1000;;;SCAN;;;BOIS;POELE;;;;
;;3791;;;;;;;H2;84;;;;;;;;1000;;;EXTRAFLAM;;;BOIS;INSERT;;;;
;;6193.364929;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;;CHAUDIERE;A CONDENSATION;;;
;;3412.322275;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;ELECTRICITE;PAC;;;;
;;3369.668246;;;;;;;H1;84;42;LOIRE;;;;;;;;PERFORMANT - BOUQUET 2 TRAVAUX;;;;;CHAUDIERE;A CONDENSATION;;;
;;14218.00948;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;ELECTRICITE;PAC;;;;
;;9357.345972;;;;;;;H1;84;42;LOIRE;;;;;;;;PERFORMANT - BOUQUET 2 TRAVAUX;;;;ELECTRICITE;PAC;;;;
;;4048;;;;;;;H2;84;;;;;;;;1000;;;JOTUL;;;BOIS;POELE;;;;
;;2802;;;;;;;H2;84;;;;;;;;1000;;;SEGUIN DUTERIEZ;;;BOIS;INSERT;;;;
;;5497.630332;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;
;;13568.72038;;;;;;;H1;84;42;LOIRE;;;;;;;;BBC RENOVATION;;;;BOIS;CHAUDIERE;;;;
;;3175;;;;;;;H2;84;;;;;;;;1000;;;EDILKAMIN;;;BOIS;CHAUDIERE;;;;
;;7637;;;;;;;H2;84;;;;;;;;1000;;;STUV;;;BOIS;POELE;;;;
;;8492.890995;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;;CHAUDIERE;A CONDENSATION;;;
;;3961.137441;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;
;;5213;;;;;;;H2;84;;;;;;;;1000;;;GODIN;;;BOIS;INSERT;;;;
;;2285;;;;;;;H2;84;;;;;;;;1000;;;GODIN;;;BOIS;POELE;;;;
;;4454.976303;;;;;;;H2;84;;;;;;;;1000;;;TOTEM;;;BOIS;INSERT;;;;
;;20050.23697;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;
;;4728;;;;;;;H2;84;;;;;;;;1000;;;HARMAN;;;BOIS;POELE;;;;
;;13972.51185;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;;CHAUDIERE;A CONDENSATION;;;
;;6395;;;;;;;H2;84;;;;;;;;1000;;;HASE;;;BOIS;POELE;;;;
;;7122;;;;;;;H2;84;;;;;;;;1000;;;HASE;;;BOIS;POELE;;;;
;;6989;;;;;;;H2;84;;;;;;;;1000;;;HASE;;;GAZ;POELE;;;;
;;14218.00948;;;;;;;H1;84;42;LOIRE;;;;;;;;PERFORMANT - BOUQUET 2 TRAVAUX;;;;ELECTRICITE;PAC;;;;
;;5195;;;;;;;H2;84;;;;;;;;1000;;;HASE;;;BOIS;POELE;;;;
;;4979;;;;;;;H2;84;;;;;;;;1000;;;HOBEN;;;BOIS;POELE;;;;
;;853.0805687;;;;;;;H1;84;42;LOIRE;;;;;;;;PERFORMANT - BOUQUET 2 TRAVAUX;;;;BOIS;CHAUDIERE;;;;
;;20012.32227;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;
;;;;;;;;;H2;84;;;;;;;;;;;LORFLAM;;;BOIS;POELE;;;;
;;4739.336493;;;;;;;H1;84;42;LOIRE;;;;;;;;BBC RENOVATION;;;;BOIS;CHAUDIERE;;;;
;;3555;;;;;;;H2;84;;;;;;;;1000;;;MCZ;;;BOIS;POELE;;;;
;;6161.137441;;;;;;;H2;84;;;;;;;;1000;;;JOLLY MEC;;;BOIS;POELE;;;;
;;7301.421801;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;A CONDENSATION;;;
;;4699.526066;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;A CONDENSATION;;;
;;2859.71564;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;A CONDENSATION;;;
;;;;;;;;;H2;84;;;;;;;;;;;JOLLY MEC;;;BOIS;POELE;;;;
;;4504;;;;;;;H2;84;;;;;;;;1000;;;JOTUL;;;BOIS;POELE;;;;
;;9997.156398;;;;;;;H1;84;42;LOIRE;;;;;;;;PERFORMANT - BOUQUET 2 TRAVAUX;;;;BOIS;PAC;;;;
;;2351;;;;;;;H2;84;;;;;;;;1000;;;FREEPOINT;;;BOIS;POELE;;;;
;;16682.46445;;;;;;;H1;84;42;LOIRE;;;;;;;;PERFORMANT - BOUQUET 2 TRAVAUX;;;;BOIS;CHAUDIERE;;;;
;;5213.270142;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;
;;1455.924171;;;;;;;H1;84;42;LOIRE;;;;;;;;PERFORMANT - BOUQUET 2 TRAVAUX;;;;BOIS;CHAUDIERE;;;;
;;5048;;;;;;;H2;84;;;;;;;;1000;;;JOTUL;;;BOIS;POELE;;;;
;;3566;;;;;;;H2;84;;;;;;;;1000;;;JOTUL;;;BOIS;POELE;;;;
;;5687.203791;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;
;;7102;;;;;;;H2;84;;;;;;;;1000;;;KALFIRE;;;BOIS;INSERT;;;;
;;7160.189573;;;;;;;H2;84;;;;;;;;1000;;;HWAM;;;BOIS;POELE;;;;
;;;;;;;;;H2;84;;;;;;;;;;;KAROO;;;BOIS;POELE;;;;
;;16454.02844;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;
;;5261.611374;;;;;;;H2;84;;;;;;;;1000;;;RIKA;;;BOIS;POELE;;;;
;;5832;;;;;;;H2;84;;;;;;;;1000;;;CMG;;;BOIS;POELE;;;;
;;17566.82464;;;;;;;H1;84;42;LOIRE;;;;;;;;BBC RENOVATION;;;;BOIS;PAC;;;;
;;3601.895735;;;;;;;H2;84;;;;;;;;1000;;;LOTUS;;;BOIS;POELE;;;;
;;2736;;;;;;;H2;84;;;;;;;;1000;;;SUPRA;;;BOIS;POELE;;;;
;;5415.165877;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;PAC;;;;
;;4950;;;;;;;H2;84;;;;;;;;1000;;;MAX BLANK;;;BOIS;POELE;;;;
;;13879.62085;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;PAC;;;;
;;6162.085308;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;A CONDENSATION;;;
;;4076;;;;;;;H2;84;;;;;;;;1000;;;EDILKAMIN;;;BOIS;INSERT;;;;
;;;;;;;;;H2;84;;;;;;;;;;;MCZ;;;BOIS;POELE;;;;
;;;;;;;;;H2;84;;;;;;;;;;;MCZ;;;BOIS;POELE;;;;
;;5403;;;;;;;H2;84;;;;;;;;1000;;;JOTUL;;;BOIS;POELE;;;;
;;;;;;;;;H2;84;;;;;;;;;;;MCZ;;;BOIS;INSERT;;;;
;;18957.34597;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;A CONDENSATION;;;
;;9791;;;;;;;H2;84;;;;;;;;1000;;;KALFIRE;;;GAZ;POELE;;;;
;;3079;;;;;;;H2;84;;;;;;;;1000;;;MORSO;;;GAZ;POELE;;;;
;;2956.398104;;;;;;;H2;84;;;;;;;;1000;;;NORDICA;;;GAZ;POELE;;;;
;;;;;;;;;H2;84;;;;;;;;1000;;;HASE;;;BOIS;POELE;;;;
;;2900;;;;;;;H2;84;;;;;;;;1000;;;ORANIER;;;BOIS;POELE;;;;
;;13543;;;;;;;H2;84;;;;;;;;3000;;;OKOFEN;;;BOIS;CHAUDIERE;;;;
;;;;;;;;;H2;84;;;;;;;;;;;OKOFEN;;;BOIS;CHAUDIERE;;;;
;;;;;;;;;H2;84;;;;;;;;;;;OKOFEN;;;BOIS;CHAUDIERE;;;;
;;8880;;;;;;;H2;84;;;;;;;;3000;;;ULMA;;;BOIS;CHAUDIERE;;;;
;;9443;;;;;;;H2;84;;;;;;;;3000;;;VIGAS;;;BOIS;CHAUDIERE;;;;
;;14789.57346;;;;;;;H1;84;42;LOIRE;;;;;;;;BBC RENOVATION;;;;BOIS;PAC;;;;
;;;;;;;;;H2;84;;;;;;;;;;;LACUNZA;;;BOIS;POELE;;;;
;;5630;;;;;;;H2;84;;;;;;;;1000;;;PALAZZETTI;;;BOIS;POELE;;;;
;;4314.691943;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;
;;15153.5545;;;;;;;H1;84;42;LOIRE;;;;;;;;BBC RENOVATION;;;;BOIS;PAC;;;;
;;4710.900474;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;
;;;;;;;;;H2;84;;;;;;;;;;;DIK GEURTS;;;BOIS;POELE;;;;
;;5473.933649;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;
;;3871.090047;;;;;;;H1;84;42;LOIRE;;;;;;;;BBC RENOVATION;;;;BOIS;CHAUDIERE;A CONDENSATION;;;
;;5482;;;;;;;H2;84;;;;;;;;1000;;;PIAZZETTA;;;BOIS;POELE;;;;
;;1981.042654;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;PAC;;;;
;;4324;;;;;;;H2;84;;;;;;;;1000;;;CMG;;;BOIS;POELE;;;;
;;4076;;;;;;;H2;84;;;;;;;;1000;;;CMG;;;BOIS;POELE;;;;
;;5571;;;;;;;H2;84;;;;;;;;1000;;;CMG;;;BOIS;POELE;;;;
;;6730;;;;;;;H2;84;;;;;;;;1000;;;CMG;;;BOIS;POELE;;;;
;;13270.14218;;;;;;;H1;84;42;LOIRE;;;;;;;;;;;;BOIS;PAC;;;;
;;4265;;;;;;;H2;84;;;;;;;;1000;;;CMG;;;BOIS;POELE;;;;
;;2531.753555;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;A CONDENSATION;;;
;;4003.791469;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;A CONDENSATION;;;
;;15722.27488;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;
;;3128;;;;;;;H2;84;;;;;;;;1000;;;EDILKAMIN;;;BOIS;CHAUDIERE;;;;
;;6256;;;;;;;H2;84;;;;;;;;1000;;;EDILKAMIN;;;BOIS;POELE;;;;
;;5009;;;;;;;H2;84;;;;;;;;1000;;;EDILKAMIN;;;BOIS;POELE;;;;
;;7287;;;;;;;H2;84;;;;;;;;1000;;;HASE;;;BOIS;POELE;;;;
;;4533;;;;;;;H2;84;;;;;;;;1000;;;EDILKAMIN;;;BOIS;POELE;;;;
;;5223;;;;;;;H2;84;;;;;;;;1000;;;EDILKAMIN;;;BOIS;POELE;;;;
;;5461.611374;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;
