cout_materiaux_ht;cout_implementation_ht;cout_total_ht;cout_induit_ht;date_sigture_devis;date_facture;date_x;annee_travaux;revenu_mo;climat;code_region;region;code_departement;departement;type_logement;annee_construction;constr_cat;nb_pieces;surf_habitable;montant_aides_fincieres;type_aides_fincieres;renovation_globale;marque;modele;poste_isolation;isolant;epaisseur;resistance;surface;lambda
;;8243.601896;;;;;;;H1;32;HDF;02;AISNE;INDIVIDUEL;1900;av. 1945;;140;;;R�novation � plusieurs gestes de travaux ;;;COMBLES PERDUES;;;;;
;;8254.028436;;;;;;;H2;53;BRE;35;ILLE-ET-VILAINE;;1947;de 1945 � 1973;;95;;;;;;ITI;;;;;
;;8261.611374;;;;;;48364;H1;32;HDF;80;SOMME;INDIVIDUEL;1949;de 1945 � 1973;;85;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;8280;;;;;;;;76;OCC;;;;;;;;;;;;;COMBLES PERDUES;LAINE VEGETALE;;;72;
;;8283;;31/01/2018;;31/01/2018;2018;;H2;53;BRE;;;;;;;;;;;;;ITI;LAINE MINERALE;120;3.8;114.55;0.032
;;8293.838863;;;23/12/2016;23/12/2016;2016;;H2;53;BRE;;;INDIVIDUEL;;;;;;;;;;ITI;LAINE MINERALE;;3.8;165;
;;8315;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;54;1410;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;"6 fen�tres. 1 porte sur cour et volets roulants

+ isolation plafond cave

+ chaudi�re Basse temp�rature + vannes th.

(+ VMR?)";;;PLANCHER BAS;;;;;
;;8315;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;54;7048;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;"6 fen�tres. 1 porte sur cour et volets roulants

+ isolation plafond cave

+ chaudi�re Basse temp�rature + vannes th.

(+ VMR?)";;;PLANCHER BAS;;;;;
;;8315;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;54;2000;CODAH - ASE;"6 fen�tres. 1 porte sur cour et volets roulants

+ isolation plafond cave

+ chaudi�re Basse temp�rature + vannes th.

(+ VMR?)";;;PLANCHER BAS;;;;;
4116;4200;8316;2290;07/06/2018;07/06/2018;07/06/2018;2018;;H2;75;NAQ;17;CHARENTE-MARITIME;COLLECTIF;;;;;;;RENOVATION SIMPLE;;EFIGREEN DUO;TOITURE TERRASSE;PLASTIQUES;40;;84;
;;8347.867299;;;;;;;H1;32;HDF;80;SOMME;INDIVIDUEL;1900;av. 1945;;95;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;8360.189573;;;;;;;H2;53;BRE;35;ILLE-ET-VILAINE;;1972;de 1945 � 1973;;115;;;;;;COMBLES PERDUES;;;;;
;;8368.720379;;;;;;;H1;32;HDF;60;OISE;COLLECTIF;1900;av. 1945;;100;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;8422.748815;;;;;;;H1;32;HDF;60;OISE;INDIVIDUEL;1949;de 1945 � 1973;;80;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;8444.549763;;;;;;;H1;32;HDF;80;SOMME;INDIVIDUEL;1900;av. 1945;;206;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;8450;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;95;3267;AH - AUTRE TRAVAUX PO; toituire isolation;;;RAMPANTS;;;;;
;;8450;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;95;3500;AH - TRAVAUX D'AMELIORATION ENERGETIQUE; toituire isolation;;;RAMPANTS;;;;;
;;8450;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;95;1044;CODAH - ASE; toituire isolation;;;RAMPANTS;;;;;
;;8454.028436;;;07/02/2017;07/02/2017;2017;;H2;53;BRE;;;INDIVIDUEL;;;;;;;;;;RAMPANTS;LAINE MINERALE;;7.7;105;
;;8462.559242;;;;;;;H1;84;ARA;42;LOIRE;;;;;;;;BBC RENOVATION;;;RAMPANTS;;;;;
;;8464.454976;;;;;;;H2;53;BRE;35;ILLE-ET-VILAINE;;1900;av. 1945;;153;;;;;;COMBLES PERDUES;;;;;
;;8483.412322;;;;;;;H2;53;BRE;35;ILLE-ET-VILAINE;;1900;av. 1945;;70;;;;;;ITI;;;;;
;;8483.412322;;;;;;;H2;53;BRE;35;ILLE-ET-VILAINE;;1870;av. 1945;;50;;;;;;ITI;;;;;
;;8524.170616;;;;;;;H1;84;ARA;42;LOIRE;;;;;;;;BBC RENOVATION;;;;;;;;
;;8525.118483;;;26/11/2016;26/11/2016;2016;;H2;53;BRE;;;INDIVIDUEL;;;;;;;;;;ITE;LAINE VEGETALE;;4;40;
;;8530.805687;;;;;;;H1;32;HDF;80;SOMME;INDIVIDUEL;1976;de 1974 � 1990;;180;;;R�novation � plusieurs gestes de travaux ;;;COMBLES PERDUES;;;;;
;;8530.805687;;;;;;;H2;53;BRE;35;ILLE-ET-VILAINE;;1948;de 1945 � 1973;;157;;;;;;COMBLES PERDUES;;;;;
;;8530.805687;;;;;;;H2;53;BRE;35;ILLE-ET-VILAINE;;1980;de 1974 � 1990;;104;;;;;;COMBLES PERDUES;;;;;
;;8530.805687;;;22/06/2011;22/06/2011;2011;;H2;24;CVL;;;;;;;;;;;;;ITE;LAINE MINERALE;120;3.6;40;
5864.454976;2673.93365;8538.388626;2820.5;;;;;;H2;75;NAQ;17;CHARENTE-MARITIME;;;;;;;;;;;COMBLES PERDUES;LAINE MINERALE;;7.5;85;
;;8540.28436;;;;;;;H1;84;ARA;69;RHONE;COLLECTIF;1972;de 1945 � 1973;;87;;;;;;ITE;;;;;
;;8545.023697;;;;;;;H1;32;HDF;80;SOMME;INDIVIDUEL;1900;av. 1945;;95;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;8567.772512;;;19/06/2009;19/06/2009;2009;;H1;24;CVL;28;EURE-ET-LOIR;;;;;;;;;;;ITE;PLASTIQUES;110;2.9;65;
;;8586.729858;;;;;;;H1;32;HDF;80;SOMME;INDIVIDUEL;1900;av. 1945;;205;;;R�novation � plusieurs gestes de travaux ;;;COMBLES PERDUES;;;;;
;;8610;;01/01/2013;01/01/2013;01/01/2013;2013;;H1;28;NOR;;;INDIVIDUEL;1889;av. 1945;;88;18800;HABITER MIEUX DEPARTEMENT COMMUUTE DE COMMUNE;R�novation � plusieurs gestes de travaux;;;ITI;LAINE MINERALE;120;;154;
4549.763033;4078.672986;8628.436019;;;20/12/2010;20/12/2010;2010;;H2;24;CVL;;;;;;;;;;;;;COMBLES PERDUES;LAINE MINERALE;250;6;140;
;;8642;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;80;25000;AH - TRAVAUX LOURDS;"r�habilitation d'un logement

planchers. charpente. escalier. doublage. menuiseries. isolation. �lectricit�";;;ITI;;;;;
;;8642;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;80;9000;CODAH - ASE;"r�habilitation d'un logement

planchers. charpente. escalier. doublage. menuiseries. isolation. �lectricit�";;;ITI;;;;;
;;8642.654028;;;18/12/2009;18/12/2009;2009;;H1;24;CVL;28;EURE-ET-LOIR;;;;;;;;;;;RAMPANTS;LAINE VEGETALE;240;6.3;75;
;;8650;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;65;2500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;"isolation sol combles et remplacement toit

+ isolation plafond garage et buanderie

+ isolation mur chambres / garage et buanderie

+ vmc hygro B

";;;COMBLES PERDUES;;;;;
;;8650;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;65;6349;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;"isolation sol combles et remplacement toit

+ isolation plafond garage et buanderie

+ isolation mur chambres / garage et buanderie

+ vmc hygro B

";;;COMBLES PERDUES;;;;;
;;8650;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;65;2000;CODAH - ASE;"isolation sol combles et remplacement toit

+ isolation plafond garage et buanderie

+ isolation mur chambres / garage et buanderie

+ vmc hygro B

";;;COMBLES PERDUES;;;;;
;;8650;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;65;1500;DEPT - AIDE A L'HABITAT DURABLE;"isolation sol combles et remplacement toit

+ isolation plafond garage et buanderie

+ isolation mur chambres / garage et buanderie

+ vmc hygro B

";;;COMBLES PERDUES;;;;;
;;8650.236967;;19/10/2016;;19/10/2016;2016;;;75;NAQ;;;INDIVIDUEL;;;;;;;;;;COMBLES PERDUES;LAINE MINERALE;315;7;42;
;;8667.298578;;;;;;;H2;53;BRE;35;ILLE-ET-VILAINE;;1800;av. 1945;;110;;;;;;ITI;;;;;
;;8672.985782;;;02/04/2016;02/04/2016;2016;;H2;53;BRE;;;INDIVIDUEL;;;;;;;;;;ITI;LAINE MINERALE;;3.7;136;
;;8678;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;84;1500;DEPT - AIDE A L'HABITAT DURABLE;remplacement couverture + isolation sous combles;;;COMBLES PERDUES;;;;;
;;8678;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;84;1736;AH - AUTRE TRAVAUX PO;remplacement couverture + isolation sous combles;;;COMBLES PERDUES;;;;;
;;8693;;;30/09/2017;30/09/2017;2017;;;;Z_Non Connu;;;;;;;;0;;;;;ITE;PLASTIQUES;32;1.4;74;
;;8693;;;30/09/2017;30/09/2017;2017;;H2;53;BRE;;;;;;;;;;;;;ITE;PLASTIQUES;32;1.4;74;
;;8698.578199;;;;;;;H2;53;BRE;;;;;;;;;;;;;RAMPANTS;LAINE MINERALE;;6;109;
2415;6300;8715;;10/10/2017;17/04/2018;17/04/2018;2018;;H1;27;BFC;21;COTE-D'OR;INDIVIDUEL;1960;de 1945 � 1973;;;1250;AIDE TERRITOIRE;R�novation � plusieurs gestes de travaux;KUF;XTHERM SE;ITE;PLASTIQUES;140;4.4;105;
;;8720.379147;;;;;;;H1;32;HDF;80;SOMME;INDIVIDUEL;1949;de 1945 � 1973;;130;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;8759.241706;;;;;;;H1;32;HDF;80;SOMME;INDIVIDUEL;1900;av. 1945;;110;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
5048.341232;3714.691943;8763.033175;;;;;;;H2;76;OCC;;;INDIVIDUEL;1900;av. 1945;;;;;RENOVATION SIMPLE;;;ITE;;;;;
;;8778;;24/11/2017;19/04/2018;19/04/2018;2018;;H2;53;BRE;22;COTES-D'ARMOR;INDIVIDUEL;1934;av. 1945;;193;;;false;;;RAMPANTS;LAINE VEGETALE;240;6;128;
;;8812.322275;;29/09/2016;;29/09/2016;2016;;;75;NAQ;;;INDIVIDUEL;;;;;;;;;;COMBLES PERDUES;LAINE MINERALE;375;8;100;
;;8841.706161;;;;;;30373;H1;32;HDF;80;SOMME;INDIVIDUEL;1976;de 1974 � 1990;;95;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;8857.819905;;;;;;;H1;32;HDF;60;OISE;INDIVIDUEL;1900;av. 1945;;175;;;R�novation � plusieurs gestes de travaux ;;;COMBLES PERDUES;;;;;
2954.50237;5906.161137;8860.663507;;;;;;;H2;76;OCC;;;INDIVIDUEL;1830;av. 1945;;;;;RENOVATION SIMPLE;;;RAMPANTS;;;;;
;;8866.350711;;;;;;;H1;32;HDF;60;OISE;INDIVIDUEL;1900;av. 1945;;69;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;8876.777251;;02/08/2016;;02/08/2016;2016;;;75;NAQ;;;INDIVIDUEL;;;;;;;;;;COMBLES PERDUES;LAINE MINERALE;320;7;24.4;
;;8926.066351;;;;;;13939;H1;32;HDF;02;AISNE;INDIVIDUEL;1949;de 1945 � 1973;;62;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
5649.2891;3279.620853;8928.909953;;;02/10/2009;02/10/2009;2009;;H1;11;IDF;92;HAUTS-DE-SEINE;;;;;;;;;;;RAMPANTS;LAINE MINERALE;250;6;155;
;;8930.805687;;;;;;5000;H1;32;HDF;80;SOMME;INDIVIDUEL;1900;av. 1945;;120;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;8946.919431;;;26/09/2016;26/09/2016;2016;;H2;53;BRE;;;INDIVIDUEL;;;;;;;;;;ITI;LAINE MINERALE;;3.7;136.5;
;;8965.876777;;;;;;;H1;32;HDF;80;SOMME;INDIVIDUEL;1900;av. 1945;;110;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;8968.720379;;;;;;;H1;84;ARA;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;;;;;
;;8985.781991;;;;;;13718;H1;32;HDF;80;SOMME;INDIVIDUEL;1949;de 1945 � 1973;;61;;;R�novation � plusieurs gestes de travaux ;;;COMBLES PERDUES;;;;;
;;8992;;29/09/2016;;29/09/2016;2016;;H1;44;GDE;67;BAS-RHIN;;1956;de 1945 � 1973;;90;;;;ISOT;ISOT PLUS 55 FLEX;;LAINE VEGETALE;220;8.1;110;
;;8992;;29/09/2016;;29/09/2016;2016;;H1;44;GDE;67;BAS-RHIN;;1956;de 1945 � 1973;;90;;;;ISOT;ISOT PLUS 55 FLEX;RAMPANTS;LAINE VEGETALE;220;8.1;;
;;8992.417062;;;;;;;H1;32;HDF;60;OISE;INDIVIDUEL;1900;av. 1945;;90;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;8994;;01/01/2013;01/01/2013;01/01/2013;2013;;H1;28;NOR;27;EURE;INDIVIDUEL;1900;av. 1945;6;97;15663;AH HABITER MIEUX DEPARTEMENT COMMUUTE DE COMMUNE;R�novation � plusieurs gestes de travaux;;;RAMPANTS;LAINE MINERALE;300;6.5;315;
;;9000;;;;;;;H1;32;HDF;80;SOMME;;1949;de 1945 � 1973;;115;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;9000;;02/09/2018;06/06/2018;06/06/2018;2018;;H1;27;BFC;21;COTE-D'OR;INDIVIDUEL;1900;av. 1945;;;1250;AIDE TERRITOIRE;R�novation � plusieurs gestes de travaux;ISOVER;ISOCONFORT 35;RAMPANTS;LAINE MINERALE;280;8;115;
;;9004.739336;;;;;;;H1;32;HDF;02;AISNE;INDIVIDUEL;1900;av. 1945;;121;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;9020;;;;;;;H1;28;NOR;76;SEINE-MARITIME;INDIVIDUEL;;;;80;2500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;"chaudi�re condensation. vannes th. + prog.

+ 8 fen�tres DV. velux et porte d'entr�e

+ r�-isolation sol combles



";;;RAMPANTS;;;;;
;;9020;;;;;;;H1;28;NOR;76;SEINE-MARITIME;INDIVIDUEL;;;;80;9795;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;"chaudi�re condensation. vannes th. + prog.

+ 8 fen�tres DV. velux et porte d'entr�e

+ r�-isolation sol combles



";;;RAMPANTS;;;;;
;;9020;;;;;;;H1;28;NOR;76;SEINE-MARITIME;INDIVIDUEL;;;;80;2000;CODAH - ASE;"chaudi�re condensation. vannes th. + prog.

+ 8 fen�tres DV. velux et porte d'entr�e

+ r�-isolation sol combles



";;;RAMPANTS;;;;;
;;9026.540284;;;;;;;H2;53;BRE;35;ILLE-ET-VILAINE;;1900;av. 1945;;109;;;;;;ITI;;;;;
;;9036.966825;;;;;;30974;H1;32;HDF;02;AISNE;INDIVIDUEL;1949;de 1945 � 1973;;102;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;9041.706161;;;;;;;H1;84;ARA;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;ITI;;;;;
;;9049.2891;;;;;;;H1;84;ARA;42;LOIRE;;;;;;;;BBC RENOVATION;;;RAMPANTS;;;;;
;;9062;;;;;;;H1;28;NOR;;;;;;;80;1800;DEPT - AIDE A L'HABITAT DURABLE;"isolation rampants + reprise toit

+ porte entr�e

+ 1 fen�tre et 1 velux

+ porte sdb isolante

+ isolation plafond cellier";;;ITI;;;;;
;;9062;;;;;;;H1;28;NOR;;;;;;;80;1503;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;"isolation rampants + reprise toit

+ porte entr�e

+ 1 fen�tre et 1 velux

+ porte sdb isolante

+ isolation plafond cellier";;;ITI;;;;;
;;9062;;;;;;;H1;28;NOR;;;;;;;80;7515;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;"isolation rampants + reprise toit

+ porte entr�e

+ 1 fen�tre et 1 velux

+ porte sdb isolante

+ isolation plafond cellier";;;ITI;;;;;
;;9062;;;;;;;H1;28;NOR;;;;;;;80;2000;CODAH - ASE;"isolation rampants + reprise toit

+ porte entr�e

+ 1 fen�tre et 1 velux

+ porte sdb isolante

+ isolation plafond cellier";;;ITI;;;;;
;;9062;;;;;;;H1;28;NOR;;;;;;;80;1000;CODAH ASE >40%;"isolation rampants + reprise toit

+ porte entr�e

+ 1 fen�tre et 1 velux

+ porte sdb isolante

+ isolation plafond cellier";;;ITI;;;;;
;;9062;;;;;;;H1;28;NOR;;;;;;;80;350;CCAS;"isolation rampants + reprise toit

+ porte entr�e

+ 1 fen�tre et 1 velux

+ porte sdb isolante

+ isolation plafond cellier";;;ITI;;;;;
;;9062;;;;;;;H1;28;NOR;;;;;;;80;2500;CHEQUE ENERGIE REGION;"isolation rampants + reprise toit

+ porte entr�e

+ 1 fen�tre et 1 velux

+ porte sdb isolante

+ isolation plafond cellier";;;ITI;;;;;
;;9064.454976;;;;;;;H2;53;BRE;35;ILLE-ET-VILAINE;;1800;av. 1945;;85;;;;;;ITI;;;;;
;;9068.246445;;;;;;;H2;53;BRE;35;ILLE-ET-VILAINE;;1972;de 1945 � 1973;;105;;;;;;COMBLES PERDUES;;;;;
;;9069.194313;;;;;;;H1;32;HDF;60;OISE;INDIVIDUEL;1949;de 1945 � 1973;;180;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;9099.526066;;;;;;39895;H1;32;HDF;60;OISE;COLLECTIF;1900;av. 1945;;120;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;9099.526066;;;;;;;H1;32;HDF;80;SOMME;INDIVIDUEL;1949;de 1945 � 1973;;80;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;9104.265403;;;23/04/2014;23/04/2014;2014;;H2;53;BRE;56;MORBIHAN;;;;;;;;;;;ITE;PLASTIQUES;;4.4;72.22;
;;9108;2376;02/03/2017;13/08/2018;13/08/2018;2018;;H1;44;GDE;68;HAUT-RHIN;COLLECTIF;;;;;;;;ISOLAT FRANCE;;COMBLES PERDUES;PLASTIQUES;175;7;198;
;;9118.483412;;;;;;;H1;84;ARA;69;RHONE;INDIVIDUEL;1945;de 1945 � 1973;;150;;;;;;RAMPANTS;;;;;
;;9134;;17/03/2017;13/08/2018;13/08/2018;2018;;H1;44;GDE;68;HAUT-RHIN;COLLECTIF;;;;;;;RENOVATION SIMPLE;;;COMBLES PERDUES;LAINE MINERALE;300;7.5;533;
;;9142.180095;;;07/09/2014;07/09/2014;2014;;H2;53;BRE;56;MORBIHAN;;;;;;;;;;;ITE;PLASTIQUES;;4.1;79.5;
;;9151.658768;;;;;;;H1;32;HDF;02;AISNE;INDIVIDUEL;1900;av. 1945;;78;;;R�novation � plusieurs gestes de travaux ;;;COMBLES PERDUES;;;;;
;;9173.459716;;;19/02/2016;19/02/2016;2016;;H2;53;BRE;;;INDIVIDUEL;;;;;;;;;;ITE;PLASTIQUES;;3.7;70;
2400;6779.146919;9179.146919;;05/01/2016;;05/01/2016;2016;;H2;53;BRE;56;MORBIHAN;INDIVIDUEL;;;;;;;;;;ITE;LAINE MINERALE;120;3.8;60;0.032
;;9183.886256;;;;;;;H1;32;HDF;80;SOMME;INDIVIDUEL;1900;av. 1945;;55;;;R�novation � plusieurs gestes de travaux ;;;COMBLES PERDUES;;;;;
;;9194.312796;;;;;;22799;H1;32;HDF;80;SOMME;INDIVIDUEL;1900;av. 1945;;87;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;9194.312796;;;;;;;H2;53;BRE;35;ILLE-ET-VILAINE;;1900;av. 1945;;125;;;;;;ITI;;;;;
;;9194.312796;;11/05/2017;15/06/2018;15/06/2018;2018;;H1;28;NOR;76;SEINE-MARITIME;INDIVIDUEL;;;;;;;RENOVATION SIMPLE;;;ITE;;;;;
;;9198.104265;;;;;;19691;H1;32;HDF;80;SOMME;INDIVIDUEL;1949;de 1945 � 1973;;100;;;R�novation � plusieurs gestes de travaux ;;;COMBLES PERDUES;;;;;
;;9204.739336;;;;;;;H1;32;HDF;02;AISNE;INDIVIDUEL;1900;av. 1945;;110;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;9211.374408;;;;;;;H1;84;ARA;69;RHONE;INDIVIDUEL;1945;de 1945 � 1973;;135;;;;;;ITE;;;;;
;;9221.800948;;;28/09/2009;28/09/2009;2009;;H2;24;CVL;41;LOIR-ET-CHER;;;;;;;;;;;ITE;PLASTIQUES;800;2.1;64;
;;9250.236967;;;;;;;H2;53;BRE;;;;;;;;;;;;;RAMPANTS;LAINE VEGETALE;;6.4;75.3;
;;9262.559242;;;09/03/2014;09/03/2014;2014;;H2;53;BRE;56;MORBIHAN;;;;;;;;;;;ITE;PLASTIQUES;;3.8;60.11;
;;9269.194313;;;;;;;H1;32;HDF;02;AISNE;INDIVIDUEL;1900;av. 1945;;131;;;R�novation � plusieurs gestes de travaux ;;;COMBLES PERDUES;;;;;
;;9283.412322;;;;;;;H2;53;BRE;35;ILLE-ET-VILAINE;;1900;av. 1945;;119;;;;;;ITI;;;;;
;;9289.099526;;;;;;;H1;32;HDF;80;SOMME;INDIVIDUEL;1900;av. 1945;;110;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;9310;;02/10/2017;13/08/2018;13/08/2018;2018;;H1;44;GDE;68;HAUT-RHIN;COLLECTIF;;;;;;;RENOVATION SIMPLE;;;COMBLES PERDUES;LAINE MINERALE;300;7.5;390;
;;9320;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;85;3500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;"remplacement toiture

+ remplacement isolation combles

(+ fen�tres)";;;ITI;;;;;
;;9320;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;85;2000;CODAH - ASE;"remplacement toiture

+ remplacement isolation combles

(+ fen�tres)";;;ITI;;;;;
;;9320;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;85;3450;CHEQUE ENERGIE REGION;"remplacement toiture

+ remplacement isolation combles

(+ fen�tres)";;;ITI;;;;;
;;9320;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;85;1200;DEPT - AIDE A L'HABITAT DURABLE;"remplacement toiture

+ remplacement isolation combles

(+ fen�tres)";;;ITI;;;;;
;;9320;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;85;10000;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;"remplacement toiture

+ remplacement isolation combles

(+ fen�tres)";;;ITI;;;;;
;;9358;;28/02/2018;;28/02/2018;2018;;H2;53;BRE;;;;;;;;;;;;;RAMPANTS;LAINE VEGETALE;240;6.3;112;0.038
;;9362.085308;;;;;;;H2;53;BRE;35;ILLE-ET-VILAINE;;1978;de 1974 � 1990;;89;;;;;;ITI;;;;;
;;9377.251185;;;;;;;H1;32;HDF;80;SOMME;;1949;de 1945 � 1973;;60;;;R�novation � plusieurs gestes de travaux ;;;COMBLES PERDUES;;;;;
;;9390;;;;;;;H1;28;NOR;;;COLLECTIF;;;;51;2500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;"Isolation plafond

+ murs sur l'ext�rieur

+ chauffage au gaz + ecs + radiateurs

";;;ITI;;;;;
;;9390;;;;;;;H1;28;NOR;;;COLLECTIF;;;;51;9050;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;"Isolation plafond

+ murs sur l'ext�rieur

+ chauffage au gaz + ecs + radiateurs

";;;ITI;;;;;
;;9390;;;;;;;H1;28;NOR;;;COLLECTIF;;;;51;2000;CODAH - ASE;"Isolation plafond

+ murs sur l'ext�rieur

+ chauffage au gaz + ecs + radiateurs

";;;ITI;;;;;
;;9390;;;;;;;H1;28;NOR;;;COLLECTIF;;;;51;1500;DEPT - AIDE A L'HABITAT DURABLE;"Isolation plafond

+ murs sur l'ext�rieur

+ chauffage au gaz + ecs + radiateurs

";;;ITI;;;;;
;;9404.739336;;;;;;;H1;84;ARA;69;RHONE;INDIVIDUEL;1945;de 1945 � 1973;;104;;;;;;ITE;;;;;
;;9429;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;67;8395;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;"Isolation des murs

+ isolation plancher bas (16 m�_) 

+ isolation soldes 2 combles (avec cr�ation trappes

+ changement 7 fen�tres ";;;ITI;;;;;
;;9429;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;67;3500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;"Isolation des murs

+ isolation plancher bas (16 m�_) 

+ isolation soldes 2 combles (avec cr�ation trappes

+ changement 7 fen�tres ";;;ITI;;;;;
;;9429;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;67;2000;CODAH - ASE;"Isolation des murs

+ isolation plancher bas (16 m�_) 

+ isolation soldes 2 combles (avec cr�ation trappes

+ changement 7 fen�tres ";;;ITI;;;;;
;;9434.123223;;;12/10/2017;12/10/2017;2017;;H2;53;BRE;;;INDIVIDUEL;;;;;;;;;;ITI;LAINE MINERALE;;3.8;178;
;;9447;;15/12/2016;;15/12/2016;2016;;H2;53;BRE;56;MORBIHAN;INDIVIDUEL;;;;;;;;;;ITE;PLASTIQUES;90;4;60;0.0225
;;9447.393365;;04/10/2018;02/04/2018;02/04/2018;2018;;H2;53;BRE;29;FINISTERE;;;;;;;;false;KUF;TP 238;ITE;LAINE MINERALE;120;;130;
;;9457.819905;;;04/04/2017;04/04/2017;2017;;H2;53;BRE;;;INDIVIDUEL;;;;;;;;;;ITE;LAINE MINERALE;;3.7;54;
;;9460.663507;;;;;;;H2;53;BRE;35;ILLE-ET-VILAINE;;1948;de 1945 � 1973;;130;;;;;;ITI;;;;;
;;9469.194313;;;;;;;H2;53;BRE;35;ILLE-ET-VILAINE;;1932;av. 1945;;125;;;;;;COMBLES PERDUES;;;;;
;;9469.194313;;;;;;;H1;84;ARA;;;INDIVIDUEL;1945;de 1945 � 1973;;230;;;;;;PLANCHER BAS;;;;;
;;9472.985782;;15/06/2018;16/05/2017;16/05/2017;2017;;H1;28;NOR;76;SEINE-MARITIME;INDIVIDUEL;;;;;4060;REGION ET AGGLOMERATION;RENOVATION A PLUSIEURS GESTES DE TRAVAUX;MYRAL;;ITE;PLASTIQUES;92;;56;
;;9478.672986;;;;;;;H1;32;HDF;02;AISNE;INDIVIDUEL;1900;av. 1945;;80;;;R�novation � plusieurs gestes de travaux ;;;COMBLES PERDUES;;;;;
;;9478.672986;;;;;;54282;H1;32;HDF;80;SOMME;INDIVIDUEL;;;;84;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;9478.672986;;;;;;;H1;32;HDF;;;COLLECTIF;1900;av. 1945;;200;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;9478.672986;;;12/01/2017;12/01/2017;2017;;H2;53;BRE;;;INDIVIDUEL;;;;;;;;;;ITE;PLASTIQUES;;3.7;53.3;
;;9478.672986;;04/10/2018;30/06/2017;30/06/2017;2017;;H2;53;BRE;29;FINISTERE;;;;;;;;false;;;ITE;PLASTIQUES;140;;;
